,name,states,transitions,encoding,sense,time,reachability_value,importance_value,start_state,via_state,target_state,timeout,status
1,out/models/model_greps_model-it_0.pickle,64,78,LP,1,0.08132791519165039,0.8095238095238095,1.0,q0: start,q50: companyfinished,q52: positive,3600,2
2,out/models/model_greps_model-it_0.pickle,64,78,GQP,1,0.025285005569458008,0.0637173773689724,1.0,q0: start,q50: companyfinished,q52: positive,3600,2
0,out/models/model_greps_model-it_0.pickle,64,78,QP,1,0.24178600311279297,0.8095238095238095,1.0,q0: start,q52: positive,q52: positive,3600,2
1,out/models/model_greps_model-it_0.pickle,64,78,LP,1,0.016031980514526367,0.8095238095238095,1.0,q0: start,q52: positive,q52: positive,3600,2
2,out/models/model_greps_model-it_0.pickle,64,78,GQP,1,0.05043292045593262,0.0637173773689724,1.0,q0: start,q52: positive,q52: positive,3600,2
0,out/models/model_greps_model-it_0.pickle,64,78,QP,1,0.17788100242614746,0.8095238095238095,1.0,q0: start,q15: Taskevent0,q52: positive,3600,2
1,out/models/model_greps_model-it_0.pickle,64,78,LP,1,0.018484830856323242,0.8095238095238095,1.0,q0: start,q15: Taskevent0,q52: positive,3600,2
2,out/models/model_greps_model-it_0.pickle,64,78,GQP,1,0.07641792297363281,0.0637173773689724,1.0,q0: start,q15: Taskevent0,q52: positive,3600,2
0,out/models/model_greps_model-it_0.pickle,64,78,QP,1,0.21665000915527344,0.8095238095238095,0.238095238095238,q0: start,q54: companywaitingForSubjectAcceptance,q52: positive,3600,2
1,out/models/model_greps_model-it_0.pickle,64,78,LP,1,0.025517940521240234,0.8095238095238095,0.238095238095238,q0: start,q54: companywaitingForSubjectAcceptance,q52: positive,3600,2
2,out/models/model_greps_model-it_0.pickle,64,78,GQP,1,0.029374122619628906,0.10637258428583182,0.23809523809523808,q0: start,q54: companywaitingForSubjectAcceptance,q52: positive,3600,2
0,out/models/model_greps_model-it_0.pickle,64,78,QP,1,0.1692030429840088,0.8095238095238095,0.619047619047619,q0: start,q45: companywaitingForResultApproval,q52: positive,3600,2
1,out/models/model_greps_model-it_0.pickle,64,78,LP,1,0.020119190216064453,0.8095238095238095,0.6190476190476192,q0: start,q45: companywaitingForResultApproval,q52: positive,3600,2
2,out/models/model_greps_model-it_0.pickle,64,78,GQP,1,0.05447196960449219,0.10637259728972605,0.6190476190476191,q0: start,q45: companywaitingForResultApproval,q52: positive,3600,2
0,out/models/model_greps_model-it_0.pickle,64,78,QP,1,0.1746978759765625,0.8095238095238095,0.04761904761904762,q0: start,q63: companyResultsautomaticallyshared,q52: positive,3600,2
1,out/models/model_greps_model-it_0.pickle,64,78,LP,1,0.01821303367614746,0.8095238095238095,0.047619047619047554,q0: start,q63: companyResultsautomaticallyshared,q52: positive,3600,2
2,out/models/model_greps_model-it_0.pickle,64,78,GQP,1,0.05408191680908203,0.10637253070021829,0.047619047619047616,q0: start,q63: companyResultsautomaticallyshared,q52: positive,3600,2
0,out/models/model_greps_model-it_0.pickle,64,78,QP,1,0.23194503784179688,0.8095238095238095,0.380952380952381,q0: start,q53: waitingForSubjectAcceptance,q52: positive,3600,2
1,out/models/model_greps_model-it_0.pickle,64,78,LP,1,0.19215798377990723,0.8095238095238095,0.3809523809523809,q0: start,q53: waitingForSubjectAcceptance,q52: positive,3600,2
2,out/models/model_greps_model-it_0.pickle,64,78,GQP,1,0.06594395637512207,0.10637259086496852,0.38095238095238093,q0: start,q53: waitingForSubjectAcceptance,q52: positive,3600,2
0,out/models/model_greps_model-it_0.pickle,64,78,QP,1,0.21303391456604004,0.8095238095238095,0.2559523809523809,q0: start,q56: Resultsautomaticallyshared,q52: positive,3600,2
1,out/models/model_greps_model-it_0.pickle,64,78,LP,1,0.014951944351196289,0.8095238095238095,0.2559523809523809,q0: start,q56: Resultsautomaticallyshared,q52: positive,3600,2
